id,title,company_name,location,zipcode,city,state
2758345241,Data and Reporting Analyst,eTeam,"Mountain View, CA",94040,Mountain View,CA
2754193778,Marketing Data Analyst,Dice,"Burlingame, CA",94010,Burlingame,CA
2743443153,Security Data Analyst,TEKFORTUNE INC,"Pleasanton, CA",94566,Pleasanton,CA
2521225617,Data Governance Analyst,E-Solutions,"San Jose, CA",95101,San Jose,CA
2731274704,Database Administrator / Data Analyst,HireResources,"San Jose, CA",95101,San Jose,CA
2732253562,Security Data Analyst,TEKFORTUNE INC,"Pleasanton, CA",94566,Pleasanton,CA
2712845253,"Marketing Data Analyst, Contractor (Palo Alto/Remote)",Moon Creative Lab,"Palo Alto, CA",94301,Palo Alto,CA
2744687527,ESG Data Analyst,Kairos Aerospace,"Mountain View, CA",94040,Mountain View,CA
2762927501,Language Data Analyst II,Dice,"Palo Alto, CA",94301,Palo Alto,CA
2755894834,Data Analytics & Engineering - Data Analyst III Data Analyst III,PRI Global,"Sunnyvale, CA",94085,Sunnyvale,CA
2731050090,Distribution Intelligence Analyst,Franklin Templeton,"San Mateo, CA",94401,San Mateo,CA
2748574418,Snowflake Data Analyst with Python,"CNET Global Solutions, Inc","San Jose, CA",95101,San Jose,CA
2732286278,ERP Data Analyst II,"Sunrise Systems, Inc.","Hayward, CA",94541,Hayward,CA
2750471720,Data Analytics & Engineering - Data Analyst II Data Analyst II,PRI Global,"Menlo Park, CA",94025,Menlo Park,CA
2745891357,Data Analytics & Engineering - Data Analyst II Data Analyst II,PRI Global,"Menlo Park, CA",94025,Menlo Park,CA
