id,title,company_name,location,zipcode,city,state
2752507759,"Program Data Analyst, Conservation and Markets Initiative",Gordon and Betty Moore Foundation,"Palo Alto, CA",94301,Palo Alto,CA
2727021706,Security Data Analyst,E-Solutions,"Pleasanton, CA",94566,Pleasanton,CA
2751585945,Data Analytics & Engineering - Data Analyst III Data Analyst III,PRI Global,"Sunnyvale, CA",94085,Sunnyvale,CA
2726105518,Security Data Analyst,E-Solutions,"Pleasanton, CA",94566,Pleasanton,CA
2725764332,Security Data Analyst,eTeam,"Pleasanton, CA",94566,Pleasanton,CA
2725617792,"Cupertino, California | English language Business Data Technician - A Data Analyst position",RWS Group,"Cupertino, CA",95014,Cupertino,CA
2734839535,Analyst/Data Scientist,Neocortex,San Francisco Bay Area,94101,San Francisco,CA
2719313029,Video and Image Data Analyst,"Ursus, Inc.","Sunnyvale, CA",94085,Sunnyvale,CA
2752220593,Data Governance Analyst,Diverse Lynx,"Santa Clara, CA",95050,Santa Clara,CA
2727476969,Quantitative Researcher / Data Analyst,Creative Circle,"San Jose, CA",95101,San Jose,CA
2743389571,Data Governance Analyst,Diverse Lynx,"Santa Clara, CA",95050,Santa Clara,CA
2763275931,Business Intelligence / Data Science Analyst,eTeam,"Sunnyvale, CA",94085,Sunnyvale,CA
2743393417,Data Governance Analyst,Diverse Lynx,"Santa Clara, CA",95050,Santa Clara,CA
2743387915,Data Governance Analyst,Diverse Lynx,"Santa Clara, CA",95050,Santa Clara,CA
2743362597,Data Scientist / Data Analyst,"Omega Solutions, Inc.","Santa Clara, CA",95050,Santa Clara,CA
2763102735,Data Engineer & Analyst with Power BI & Python,Vimerse InfoTech Inc,"San Jose, CA",95101,San Jose,CA
2732095015,Software Engineer - Data Analyst,Cobham,"San Jose, CA",95101,San Jose,CA
2612941226,Business System Analyst / Data Analyst,E-Solutions,"San Jose, CA",95101,San Jose,CA
2743385077,Data QA Analyst,Diverse Lynx,"Santa Clara, CA",95050,Santa Clara,CA
2753076799,"Data Analyst (PLM, SAP ECC)",MindSource,"Sunnyvale, CA",94085,Sunnyvale,CA
2743196993,Data and Policy Analyst - Writer/Coordinator,"Acumen, LLC","Burlingame, CA",94010,Burlingame,CA
2748557362,Oracle Data Analyst (Revenue & Subscriptions),Dice,"San Jose, CA",95101,San Jose,CA
2739401605,"Threat Analyst Manager, Data Science (Remote)",CrowdStrike,"Sunnyvale, CA",94085,Sunnyvale,CA
2756559434,Data or Business analyst with Salesforce,Headway Tek Inc,"Pleasanton, CA",94566,Pleasanton,CA
2742224343,"Business Intelligence Analyst, Customer Success",U.S. Bank,"Palo Alto, CA",94301,Palo Alto,CA
2743403861,Business Data Analyst (San Jose CA),Diverse Lynx,"San Jose, CA",95101,San Jose,CA
2731489799,Master Data Management - Data Governance Analyst,"Ursus, Inc.","Sunnyvale, CA",94085,Sunnyvale,CA
